#EXPORTTYPE:       ,DATA ALL                          
#FILE:             ,李院长 MgO-C C15-骨 C15-基 1400.ngb-dl9
#FORMAT:           ,NETZSCH5                          
#FTYPE:            ,ANSI                              
#IDENTITY:         ,C15-骨                             
#DECIMAL:          ,POINT                             
#SEPARATOR:        ,COMMA                             
#MTYPE:            ,DIL                               
#INSTRUMENT:       ,NETZSCH DIL 402SU                 
#PROJECT:          ,123                               
#DATE/TIME:        ,2025/6/5 17:20:27 (UTC+8)         
#CORR. FILE:       ,石墨炉 1400度-1.ngb-cl9               
#TEMPCAL:          ,TCALZERO.TMX                      
#LABORATORY:       ,wust                              
#OPERATOR:         ,                                  
#REMARK:           ,                                  
#SAMPLE:           ,镁碳                                
#SAMPLE LENGTH /mm:,25.96                             
#MATERIAL:         ,镁碳                                
#MEASMODE:         ,Standard Expansion                
#M.RANGE /μm:      ,50000                             
#CORR. CODE:       ,080                               
#RANGE:            ,25°C/5.0(K/min)/1403°C            
#SEGMENT:          ,S1/2                              
#SEG. 1:           ,25°C/5.0(K/min)/1403°C            
#Tref:             ,30.0°C                            

##Temp./°C,Time/min,dL/Lo,Gas Flow(protective)/(ml/min),m. CTE(1)/(1/K)
  50.00000,  4.67629,2.496846e-004,60.00000,1.023689e-005
  51.00000,  4.84124,2.553559e-004,60.00000,1.001482e-005
  52.00000,  5.00197,2.598803e-004,60.00000,9.761918e-006
  53.00000,  5.16198,2.629572e-004,60.00000,9.469295e-006
  54.00000,  5.32484,2.663562e-004,60.00000,9.215292e-006
  55.00000,  5.49393,2.694951e-004,60.00000,8.969719e-006
  56.00000,  5.67306,2.721088e-004,60.00000,8.725189e-006
  57.00000,  5.86570,2.769503e-004,60.00000,8.583831e-006
  58.00000,  6.07617,2.824864e-004,60.00000,8.474563e-006
  59.00000,  6.30755,2.899114e-004,60.00000,8.441813e-006
  60.00000,  6.55673,2.996389e-004,60.00000,8.485823e-006
  61.00000,  6.80861,3.099942e-004,60.00000,8.546133e-006
  62.00000,  7.04832,3.208188e-004,60.00000,8.618845e-006
  63.00000,  7.27003,3.318205e-004,60.00000,8.693538e-006
  64.00000,  7.47456,3.399821e-004,60.00000,8.677104e-006
  65.00000,  7.66487,3.475085e-004,60.00000,8.643149e-006
  66.00000,  7.84358,3.552261e-004,60.00000,8.618013e-006
  67.00000,  8.01381,3.605610e-004,60.00000,8.528248e-006
  68.00000,  8.17885,3.646720e-004,60.00000,8.411838e-006
  69.00000,  8.34235,3.691381e-004,60.00000,8.307640e-006
  70.00000,  8.50803,3.729269e-004,60.00000,8.193984e-006
  71.00000,  8.67981,3.767271e-004,60.00000,8.086290e-006
  72.00000,  8.86171,3.812932e-004,60.00000,8.000736e-006
  73.00000,  9.05776,3.863325e-004,60.00000,7.934390e-006
  74.00000,  9.27255,3.931199e-004,60.00000,7.907208e-006
  75.00000,  9.50758,4.013680e-004,60.00000,7.916527e-006
  76.00000,  9.75466,4.106831e-004,60.00000,7.947276e-006
  77.00000,  9.99973,4.216263e-004,60.00000,8.011877e-006
  78.00000, 10.23250,4.329287e-004,60.00000,8.081968e-006
  79.00000, 10.44943,4.425952e-004,60.00000,8.114241e-006
  80.00000, 10.65146,4.509704e-004,60.00000,8.119388e-006
  81.00000, 10.84116,4.590463e-004,60.00000,8.117792e-006
  82.00000, 11.02082,4.652618e-004,60.00000,8.081561e-006
  83.00000, 11.19369,4.712328e-004,60.00000,8.041552e-006
  84.00000, 11.36279,4.761374e-004,60.00000,7.982209e-006
  85.00000, 11.53138,4.803050e-004,60.00000,7.912333e-006
  86.00000, 11.70332,4.848767e-004,60.00000,7.852133e-006
  87.00000, 11.88285,4.900666e-004,60.00000,7.804997e-006
  88.00000, 12.07337,4.957471e-004,60.00000,7.768951e-006
  89.00000, 12.27876,5.026466e-004,60.00000,7.753469e-006
  90.00000, 12.50203,5.109574e-004,60.00000,7.763432e-006
  91.00000, 12.73997,5.211051e-004,60.00000,7.803604e-006
  92.00000, 12.98162,5.305129e-004,60.00000,7.830204e-006
  93.00000, 13.21666,5.422607e-004,60.00000,7.892012e-006
  94.00000, 13.43971,5.517337e-004,60.00000,7.917301e-006
  95.00000, 13.64921,5.613052e-004,60.00000,7.942976e-006
  96.00000, 13.84744,5.693504e-004,60.00000,7.944815e-006
  97.00000, 14.03636,5.763353e-004,60.00000,7.929747e-006
  98.00000, 14.21727,5.825460e-004,60.00000,7.904909e-006
  99.00000, 14.39281,5.879622e-004,60.00000,7.868487e-006
 100.00000, 14.56579,5.935331e-004,60.00000,7.834869e-006
 101.00000, 14.73960,5.981472e-004,60.00000,7.789082e-006
 102.00000, 14.91782,6.033351e-004,60.00000,7.752927e-006
 103.00000, 15.10421,6.087292e-004,60.00000,7.719797e-006
 104.00000, 15.30147,6.140978e-004,60.00000,7.688180e-006
 105.00000, 15.51311,6.224978e-004,60.00000,7.697619e-006
 106.00000, 15.73972,6.315471e-004,60.00000,7.715955e-006
 107.00000, 15.97439,6.415998e-004,60.00000,7.747144e-006
 108.00000, 16.20790,6.519811e-004,60.00000,7.780615e-006
 109.00000, 16.43572,6.611346e-004,60.00000,7.798963e-006
 110.00000, 16.65413,6.706246e-004,60.00000,7.819658e-006
 111.00000, 16.86211,6.791891e-004,60.00000,7.828807e-006
 112.00000, 17.06100,6.870262e-004,60.00000,7.829556e-006
 113.00000, 17.25210,6.944354e-004,60.00000,7.823882e-006
 114.00000, 17.43731,7.005933e-004,60.00000,7.804291e-006
 115.00000, 17.61848,7.065447e-004,60.00000,7.782415e-006
 116.00000, 17.79684,7.122904e-004,60.00000,7.758272e-006
 117.00000, 17.97505,7.180961e-004,60.00000,7.735623e-006
 118.00000, 18.15608,7.242033e-004,60.00000,7.716457e-006
 119.00000, 18.34239,7.304772e-004,60.00000,7.700680e-006
 120.00000, 18.53695,7.376378e-004,60.00000,7.693932e-006
 121.00000, 18.74081,7.448497e-004,60.00000,7.689392e-006
 122.00000, 18.95404,7.531832e-004,60.00000,7.696490e-006
 123.00000, 19.17423,7.622427e-004,60.00000,7.711416e-006
 124.00000, 19.39697,7.713705e-004,60.00000,7.726400e-006
 125.00000, 19.61870,7.795465e-004,60.00000,7.731283e-006
 126.00000, 19.83604,7.881839e-004,60.00000,7.740700e-006
 127.00000, 20.04769,7.956798e-004,60.00000,7.738412e-006
 128.00000, 20.25404,8.041177e-004,60.00000,7.745835e-006
 129.00000, 20.45514,8.123509e-004,60.00000,7.750375e-006
 130.00000, 20.65146,8.193807e-004,60.00000,7.743573e-006
 131.00000, 20.84419,8.256321e-004,60.00000,7.728487e-006
 132.00000, 21.03433,8.323630e-004,60.00000,7.718363e-006
 133.00000, 21.22272,8.390371e-004,60.00000,7.708302e-006
 134.00000, 21.41028,8.457701e-004,60.00000,7.699074e-006
 135.00000, 21.59859,8.517251e-004,60.00000,7.682538e-006
 136.00000, 21.78865,8.583618e-004,60.00000,7.672084e-006
 137.00000, 21.98101,8.654297e-004,60.00000,7.666393e-006
 138.00000, 22.17657,8.720464e-004,60.00000,7.657039e-006
 139.00000, 22.37655,8.790937e-004,60.00000,7.651253e-006
 140.00000, 22.58108,8.870104e-004,60.00000,7.653623e-006
 141.00000, 22.78956,8.950024e-004,60.00000,7.656870e-006
 142.00000, 23.00169,9.025396e-004,60.00000,7.656156e-006
 143.00000, 23.21700,9.114869e-004,60.00000,7.667087e-006
 144.00000, 23.43484,9.194014e-004,60.00000,7.669349e-006
 145.00000, 23.65370,9.278854e-004,60.00000,7.676617e-006
 146.00000, 23.87235,9.363409e-004,60.00000,7.683207e-006
 147.00000, 24.09081,9.441358e-004,60.00000,7.684001e-006
 148.00000, 24.30753,9.521940e-004,60.00000,7.687572e-006
 149.00000, 24.52114,9.599075e-004,60.00000,7.687972e-006
 150.00000, 24.73127,9.677839e-004,60.00000,7.689409e-006
 151.00000, 24.93806,9.744332e-004,60.00000,7.680732e-006
 152.00000, 25.14223,9.818044e-004,60.00000,7.678701e-006
 153.00000, 25.34330,9.885555e-004,60.00000,7.671100e-006
 154.00000, 25.54219,9.959637e-004,60.00000,7.668350e-006
 155.00000, 25.73964,1.003252e-003,60.00000,7.665639e-006
 156.00000, 25.93594,1.010750e-003,60.00000,7.664189e-006
 157.00000, 26.13184,1.017756e-003,60.00000,7.658755e-006
 158.00000, 26.32778,1.025731e-003,60.00000,7.661355e-006
 159.00000, 26.52437,1.032574e-003,60.00000,7.655035e-006
 160.00000, 26.72207,1.039978e-003,60.00000,7.652770e-006
 161.00000, 26.92114,1.047360e-003,60.00000,7.651155e-006
 162.00000, 27.12273,1.055342e-003,60.00000,7.653512e-006
 163.00000, 27.32654,1.063330e-003,60.00000,7.655968e-006
 164.00000, 27.53199,1.071197e-003,60.00000,7.657501e-006
 165.00000, 27.73911,1.079547e-003,60.00000,7.662769e-006
 166.00000, 27.94801,1.087757e-003,60.00000,7.666774e-006
 167.00000, 28.15795,1.096109e-003,60.00000,7.671614e-006
 168.00000, 28.36844,1.103910e-003,60.00000,7.672551e-006
 169.00000, 28.57914,1.111797e-003,60.00000,7.674180e-006
 170.00000, 28.78940,1.120206e-003,60.00000,7.679386e-006
 171.00000, 28.99869,1.128157e-003,60.00000,7.681403e-006
 172.00000, 29.20694,1.135832e-003,60.00000,7.681709e-006
 173.00000, 29.41401,1.143734e-003,60.00000,7.682861e-006
 174.00000, 29.61896,1.151105e-003,60.00000,7.680704e-006
 175.00000, 29.82258,1.158679e-003,60.00000,7.680075e-006
 176.00000, 30.02516,1.166111e-003,60.00000,7.678445e-006
 177.00000, 30.22632,1.173960e-003,60.00000,7.679256e-006
 178.00000, 30.42635,1.181920e-003,60.00000,7.681411e-006
 179.00000, 30.62582,1.189704e-003,60.00000,7.681933e-006
 180.00000, 30.82488,1.197573e-003,60.00000,7.683386e-006
 181.00000, 31.02404,1.205676e-003,60.00000,7.685871e-006
 182.00000, 31.22355,1.213186e-003,60.00000,7.685008e-006
 183.00000, 31.42369,1.221625e-003,60.00000,7.690046e-006
 184.00000, 31.62438,1.229987e-003,60.00000,7.694280e-006
 185.00000, 31.82513,1.238234e-003,60.00000,7.697728e-006
 186.00000, 32.02602,1.246569e-003,60.00000,7.701952e-006
 187.00000, 32.22751,1.255029e-003,60.00000,7.706713e-006
 188.00000, 32.42996,1.263404e-003,60.00000,7.710837e-006
 189.00000, 32.63317,1.271610e-003,60.00000,7.714083e-006
 190.00000, 32.83728,1.280201e-003,60.00000,7.719529e-006
 191.00000, 33.04219,1.288921e-003,60.00000,7.725891e-006
 192.00000, 33.24681,1.297258e-003,60.00000,7.729524e-006
 193.00000, 33.45116,1.305567e-003,60.00000,7.733021e-006
 194.00000, 33.65542,1.314189e-003,60.00000,7.738618e-006
 195.00000, 33.85927,1.322535e-003,60.00000,7.742175e-006
 196.00000, 34.06273,1.331144e-003,60.00000,7.747445e-006
 197.00000, 34.26569,1.339196e-003,60.00000,7.749251e-006
 198.00000, 34.46832,1.347104e-003,60.00000,7.750213e-006
 199.00000, 34.67077,1.355345e-003,60.00000,7.753089e-006
 200.00000, 34.87252,1.362992e-003,60.00000,7.752694e-006
 201.00000, 35.07433,1.371093e-003,60.00000,7.754680e-006
 202.00000, 35.27544,1.379567e-003,60.00000,7.758810e-006
 203.00000, 35.47573,1.387865e-003,60.00000,7.761835e-006
 204.00000, 35.67622,1.396048e-003,60.00000,7.764328e-006
 205.00000, 35.87644,1.404372e-003,60.00000,7.767381e-006
 206.00000, 36.07647,1.412460e-003,60.00000,7.769079e-006
 207.00000, 36.27668,1.420165e-003,60.00000,7.768953e-006
 208.00000, 36.47689,1.428114e-003,60.00000,7.769805e-006
 209.00000, 36.67702,1.436358e-003,60.00000,7.772284e-006
